strategy,family,generator,selector,selection_space,deployable,tuned_on_dev,state_index,split,dataset_row,episode,start,true,success,selected_step
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,0,dev,245806,2044,46,279.335601590204,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,1,test,296763,2520,55,87.34554794122208,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,2,dev,471147,3828,39,132.35686134437864,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,3,test,848701,6847,14,247.4123089241018,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,4,dev,1049810,8454,45,214.27642521544146,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,5,test,1122504,9098,3,122.87793706030756,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,6,dev,1160225,9474,0,222.57588447004784,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,7,test,1208937,9886,77,68.65345529612662,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,8,dev,1592285,12683,4,87.14683433534593,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,9,test,1903024,15156,68,92.22163016233279,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,10,dev,1948264,15612,0,90.07893952538313,False,0
pd_d192_k3_eval:returned:fixed_step_0,fixed_round,pd_d192_k3_eval,fixed_step_0,returned_means,True,False,11,test,2162198,17247,85,89.92700460186082,False,0
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,0,dev,245806,2044,46,260.39453907268285,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,1,test,296763,2520,55,19.689672146106645,True,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,2,dev,471147,3828,39,66.63967567588354,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,3,test,848701,6847,14,254.41538233734576,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,4,dev,1049810,8454,45,217.18988267486773,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,5,test,1122504,9098,3,59.84122114324444,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,6,dev,1160225,9474,0,212.00202039683046,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,7,test,1208937,9886,77,97.03384681911129,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,8,dev,1592285,12683,4,74.53147276845634,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,9,test,1903024,15156,68,56.41636187935804,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,10,dev,1948264,15612,0,95.56666159309613,False,1
pd_d192_k3_eval:returned:fixed_step_1,fixed_round,pd_d192_k3_eval,fixed_step_1,returned_means,True,False,11,test,2162198,17247,85,79.0902738593588,False,1
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,0,dev,245806,2044,46,248.497213915672,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,1,test,296763,2520,55,18.231158189773556,True,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,2,dev,471147,3828,39,19.361814819340903,True,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,3,test,848701,6847,14,272.0314647958955,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,4,dev,1049810,8454,45,229.02724323009988,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,5,test,1122504,9098,3,51.03996014212281,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,6,dev,1160225,9474,0,194.7343413420109,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,7,test,1208937,9886,77,107.51459096711122,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,8,dev,1592285,12683,4,74.60568836960849,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,9,test,1903024,15156,68,34.511193088632524,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,10,dev,1948264,15612,0,96.27273120853938,False,2
pd_d192_k3_eval:returned:fixed_step_2,fixed_round,pd_d192_k3_eval,fixed_step_2,returned_means,True,False,11,test,2162198,17247,85,72.8144865693843,False,2
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,0,dev,245806,2044,46,209.60040429406416,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,1,test,296763,2520,55,19.292429073784795,True,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,2,dev,471147,3828,39,16.55825663117648,True,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,3,test,848701,6847,14,314.1781743445578,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,4,dev,1049810,8454,45,240.97563594799954,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,5,test,1122504,9098,3,52.199796387823866,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,6,dev,1160225,9474,0,214.13734509177357,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,7,test,1208937,9886,77,96.3989270601178,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,8,dev,1592285,12683,4,69.70262099339476,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,9,test,1903024,15156,68,29.492947514822745,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,10,dev,1948264,15612,0,96.26971173425495,False,4
pd_d192_k3_eval:returned:fixed_step_4,fixed_round,pd_d192_k3_eval,fixed_step_4,returned_means,True,False,11,test,2162198,17247,85,72.75477008909817,False,4
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,0,dev,245806,2044,46,100.16534809697713,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,1,test,296763,2520,55,19.531462308349965,True,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,2,dev,471147,3828,39,18.36286994998993,True,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,3,test,848701,6847,14,377.7124570429031,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,4,dev,1049810,8454,45,244.00674293713826,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,5,test,1122504,9098,3,50.148155583732226,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,6,dev,1160225,9474,0,229.67291362997634,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,7,test,1208937,9886,77,104.91050892622003,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,8,dev,1592285,12683,4,60.62595937917519,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,9,test,1903024,15156,68,19.43557779967883,True,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,10,dev,1948264,15612,0,96.72625108027118,False,9
pd_d192_k3_eval:returned:fixed_step_9,fixed_round,pd_d192_k3_eval,fixed_step_9,returned_means,True,False,11,test,2162198,17247,85,41.69431784637545,False,9
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,0,dev,245806,2044,46,13.575710047352565,True,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,1,test,296763,2520,55,13.418667015181285,True,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,2,dev,471147,3828,39,10.675625278113182,True,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,3,test,848701,6847,14,242.35933954618795,False,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,4,dev,1049810,8454,45,278.3802475433079,False,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,5,test,1122504,9098,3,46.47109854542426,False,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,6,dev,1160225,9474,0,239.8602195155768,False,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,7,test,1208937,9886,77,165.93342687127296,False,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,8,dev,1592285,12683,4,17.789440333709223,True,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,9,test,1903024,15156,68,16.58540064569297,True,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,10,dev,1948264,15612,0,104.19542590985195,False,19
pd_d192_k3_eval:returned:fixed_step_19,fixed_round,pd_d192_k3_eval,fixed_step_19,returned_means,True,False,11,test,2162198,17247,85,16.7615842393962,True,19
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,1,test,296763,2520,55,19.55028305928886,True,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,2,dev,471147,3828,39,2.092684296215925,True,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,3,test,848701,6847,14,208.6569997655305,False,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,4,dev,1049810,8454,45,300.2380243798767,False,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,5,test,1122504,9098,3,49.11259483739668,False,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,6,dev,1160225,9474,0,205.61621987606364,False,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,7,test,1208937,9886,77,166.61761686877077,False,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,8,dev,1592285,12683,4,19.119813493112364,True,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,9,test,1903024,15156,68,14.5130392831485,True,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,10,dev,1948264,15612,0,106.00594434598274,False,29
pd_d192_k3_eval:returned:fixed_step_29,fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,False,11,test,2162198,17247,85,14.67405791142858,True,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,1,test,296763,2520,55,19.55028305928886,True,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,2,dev,471147,3828,39,2.092684296215925,True,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,3,test,848701,6847,14,208.6569997655305,False,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,4,dev,1049810,8454,45,300.2380243798767,False,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,5,test,1122504,9098,3,49.11259483739668,False,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,6,dev,1160225,9474,0,205.61621987606364,False,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,7,test,1208937,9886,77,166.61761686877077,False,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,8,dev,1592285,12683,4,19.119813493112364,True,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,9,test,1903024,15156,68,14.5130392831485,True,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,10,dev,1948264,15612,0,106.00594434598274,False,29
pd_d192_k3_eval:returned:dev_best_round,dev_tuned_fixed_round,pd_d192_k3_eval,fixed_step_29,returned_means,True,True,11,test,2162198,17247,85,14.67405791142858,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,1,test,296763,2520,55,19.55028305928886,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,2,dev,471147,3828,39,2.092684296215925,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,3,test,848701,6847,14,208.6569997655305,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,4,dev,1049810,8454,45,300.2380243798767,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,5,test,1122504,9098,3,49.11259483739668,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,6,dev,1160225,9474,0,205.61621987606364,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,7,test,1208937,9886,77,166.61761686877077,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,8,dev,1592285,12683,4,19.119813493112364,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,9,test,1903024,15156,68,14.5130392831485,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,10,dev,1948264,15612,0,106.00594434598274,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k3_eval,round_verification,pd_d192_k3_eval,pd_d192_k3_eval,returned_means,True,False,11,test,2162198,17247,85,14.67405791142858,True,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,1,test,296763,2520,55,19.55028305928886,True,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,2,dev,471147,3828,39,2.092684296215925,True,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,3,test,848701,6847,14,208.6569997655305,False,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,4,dev,1049810,8454,45,278.3802475433079,False,19
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,5,test,1122504,9098,3,49.11259483739668,False,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,6,dev,1160225,9474,0,205.61621987606364,False,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,7,test,1208937,9886,77,165.93342687127296,False,19
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,8,dev,1592285,12683,4,17.789440333709223,True,19
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,9,test,1903024,15156,68,16.58540064569297,True,19
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,10,dev,1948264,15612,0,106.00594434598274,False,29
pd_d192_k3_eval:returned:score_by_iter2_multistep_eval,round_verification,pd_d192_k3_eval,iter2_multistep_eval,returned_means,True,False,11,test,2162198,17247,85,16.7615842393962,True,19
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,1,test,296763,2520,55,19.292429073784795,True,4
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,2,dev,471147,3828,39,16.55825663117648,True,4
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,3,test,848701,6847,14,242.35933954618795,False,19
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,4,dev,1049810,8454,45,244.00674293713826,False,9
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,5,test,1122504,9098,3,46.47109854542426,False,19
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,6,dev,1160225,9474,0,205.61621987606364,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,7,test,1208937,9886,77,165.93342687127296,False,19
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,8,dev,1592285,12683,4,19.119813493112364,True,29
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,9,test,1903024,15156,68,16.58540064569297,True,19
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,10,dev,1948264,15612,0,106.00594434598274,False,29
pd_d192_k3_eval:returned:score_by_pd_d192_k10_eval,round_verification,pd_d192_k3_eval,pd_d192_k10_eval,returned_means,True,False,11,test,2162198,17247,85,16.7615842393962,True,19
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,1,test,296763,2520,55,13.418667015181285,True,19
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,2,dev,471147,3828,39,2.092684296215925,True,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,3,test,848701,6847,14,208.6569997655305,False,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,4,dev,1049810,8454,45,278.3802475433079,False,19
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,5,test,1122504,9098,3,49.11259483739668,False,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,6,dev,1160225,9474,0,205.61621987606364,False,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,7,test,1208937,9886,77,165.93342687127296,False,19
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,8,dev,1592285,12683,4,19.119813493112364,True,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,9,test,1903024,15156,68,16.58540064569297,True,19
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,10,dev,1948264,15612,0,106.00594434598274,False,29
pd_d192_k3_eval:returned:consensus,round_verification,pd_d192_k3_eval,all_rank_consensus,returned_means,True,False,11,test,2162198,17247,85,16.7615842393962,True,19
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,0,dev,245806,2044,46,15.563966752877263,True,29
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,1,test,296763,2520,55,18.231158189773556,True,2
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,2,dev,471147,3828,39,16.55825663117648,True,4
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,3,test,848701,6847,14,242.35933954618795,False,19
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,4,dev,1049810,8454,45,278.3802475433079,False,19
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,5,test,1122504,9098,3,49.11259483739668,False,29
pd_d192_k3_eval:returned:nonself_consensus,round_verification,pd_d192_k3_eval,nonself_rank_consensus,returned_means,True,False,6,dev,1160225,9474,0,205.61621987606364,False,29
